,Ex,filename,filepath,gtpath,LCDP
r9db92f0at,1,r9db92f0at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r9db92f0at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r9db92f0at.png,LCDP
re8fbea88t,-1,re8fbea88t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re8fbea88t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re8fbea88t.png,LCDP
r9a9ceb70t,1,r9a9ceb70t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r9a9ceb70t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r9a9ceb70t.png,LCDP
r7e831bd8t,-1,r7e831bd8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r7e831bd8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r7e831bd8t.png,LCDP
a0695-Ja_Pe-100,-1,a0695-Ja_Pe-100.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0695-Ja_Pe-100.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0695-Ja_Pe-100.png,LCDP
r59d255b2t,1,r59d255b2t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r59d255b2t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r59d255b2t.png,LCDP
a2892-MB_060708_226,-1,a2892-MB_060708_226.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2892-MB_060708_226.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2892-MB_060708_226.png,LCDP
a4884-DSC_0207,-1,a4884-DSC_0207.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4884-DSC_0207.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4884-DSC_0207.png,LCDP
a4668-DSC_0230,-1,a4668-DSC_0230.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4668-DSC_0230.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4668-DSC_0230.png,LCDP
ra47a10f6t,-1,ra47a10f6t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/ra47a10f6t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/ra47a10f6t.png,LCDP
a3566-07-12-01-at-12h52m44s-_MG_8540,-1,a3566-07-12-01-at-12h52m44s-_MG_8540.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3566-07-12-01-at-12h52m44s-_MG_8540.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3566-07-12-01-at-12h52m44s-_MG_8540.png,LCDP
a0374-IMG_4326,1,a0374-IMG_4326.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0374-IMG_4326.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0374-IMG_4326.png,LCDP
rc641f1a3t,-1,rc641f1a3t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rc641f1a3t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rc641f1a3t.png,LCDP
a0741-kme_169,-1,a0741-kme_169.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0741-kme_169.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0741-kme_169.png,LCDP
a2249-tc_DSC1869,-1,a2249-tc_DSC1869.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2249-tc_DSC1869.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2249-tc_DSC1869.png,LCDP
a4671-DSC_0026,-1,a4671-DSC_0026.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4671-DSC_0026.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4671-DSC_0026.png,LCDP
a2078-jmac_DSC1747,-1,a2078-jmac_DSC1747.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2078-jmac_DSC1747.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2078-jmac_DSC1747.png,LCDP
a0210-jmac_DSC0830,-1,a0210-jmac_DSC0830.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0210-jmac_DSC0830.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0210-jmac_DSC0830.png,LCDP
r2d5130cbt,1,r2d5130cbt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2d5130cbt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2d5130cbt.png,LCDP
rc87c805et,-1,rc87c805et.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rc87c805et.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rc87c805et.png,LCDP
rd21fc20at,1,rd21fc20at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rd21fc20at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rd21fc20at.png,LCDP
r9db22aact,1,r9db22aact.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r9db22aact.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r9db22aact.png,LCDP
rdeea19f1t,-1,rdeea19f1t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rdeea19f1t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rdeea19f1t.png,LCDP
r6b6b020ft,1,r6b6b020ft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r6b6b020ft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r6b6b020ft.png,LCDP
ra29dd380t,-1,ra29dd380t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/ra29dd380t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/ra29dd380t.png,LCDP
rdd520447t,-1,rdd520447t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rdd520447t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rdd520447t.png,LCDP
r61baca04t,1,r61baca04t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r61baca04t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r61baca04t.png,LCDP
a3582-dgw_015,-1,a3582-dgw_015.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3582-dgw_015.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3582-dgw_015.png,LCDP
r5ce88da2t,-1,r5ce88da2t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r5ce88da2t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r5ce88da2t.png,LCDP
a0542-IMG_4760,1,a0542-IMG_4760.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0542-IMG_4760.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0542-IMG_4760.png,LCDP
a3227-DSC_0080,-1,a3227-DSC_0080.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3227-DSC_0080.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3227-DSC_0080.png,LCDP
a1645-_DSC2624,1,a1645-_DSC2624.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1645-_DSC2624.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1645-_DSC2624.png,LCDP
r850e978dt,-1,r850e978dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r850e978dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r850e978dt.png,LCDP
a3618-IMG_0122,-1,a3618-IMG_0122.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3618-IMG_0122.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3618-IMG_0122.png,LCDP
r373d5f78t,-1,r373d5f78t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r373d5f78t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r373d5f78t.png,LCDP
a4746-_DGW9510,-1,a4746-_DGW9510.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4746-_DGW9510.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4746-_DGW9510.png,LCDP
a2101-_DSC1809,-1,a2101-_DSC1809.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2101-_DSC1809.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2101-_DSC1809.png,LCDP
a3724-20060101_092918__E6B0305,-1,a3724-20060101_092918__E6B0305.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3724-20060101_092918__E6B0305.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3724-20060101_092918__E6B0305.png,LCDP
a3124-IMG_4765,-1,a3124-IMG_4765.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3124-IMG_4765.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3124-IMG_4765.png,LCDP
r9c89e31bt,1,r9c89e31bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r9c89e31bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r9c89e31bt.png,LCDP
a0293-DSC_0012-2,-1,a0293-DSC_0012-2.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0293-DSC_0012-2.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0293-DSC_0012-2.png,LCDP
r70043562t,1,r70043562t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r70043562t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r70043562t.png,LCDP
a3679-IMG_4033,-1,a3679-IMG_4033.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3679-IMG_4033.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3679-IMG_4033.png,LCDP
a3730-IMG_0113,-1,a3730-IMG_0113.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3730-IMG_0113.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3730-IMG_0113.png,LCDP
a4405-20090419_at_18h01m18__MG_2264,-1,a4405-20090419_at_18h01m18__MG_2264.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4405-20090419_at_18h01m18__MG_2264.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4405-20090419_at_18h01m18__MG_2264.png,LCDP
rac969e31t,1,rac969e31t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rac969e31t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rac969e31t.png,LCDP
a0726-IMG_1669,-1,a0726-IMG_1669.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0726-IMG_1669.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0726-IMG_1669.png,LCDP
rc4e7337dt,-1,rc4e7337dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rc4e7337dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rc4e7337dt.png,LCDP
a0989-DSC_0359,-1,a0989-DSC_0359.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0989-DSC_0359.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0989-DSC_0359.png,LCDP
a0138-_DSC2986,-1,a0138-_DSC2986.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0138-_DSC2986.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0138-_DSC2986.png,LCDP
rd29689d6t,-1,rd29689d6t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rd29689d6t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rd29689d6t.png,LCDP
r389a93a8t,-1,r389a93a8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r389a93a8t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r389a93a8t.png,LCDP
raaecac4dt,-1,raaecac4dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/raaecac4dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/raaecac4dt.png,LCDP
r3c53386ct,1,r3c53386ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r3c53386ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r3c53386ct.png,LCDP
rd9a0960at,-1,rd9a0960at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rd9a0960at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rd9a0960at.png,LCDP
a1870-jmac_MG_6385,-1,a1870-jmac_MG_6385.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1870-jmac_MG_6385.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1870-jmac_MG_6385.png,LCDP
a4384-DSC_0322,-1,a4384-DSC_0322.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4384-DSC_0322.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4384-DSC_0322.png,LCDP
rb9457c4dt,-1,rb9457c4dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rb9457c4dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rb9457c4dt.png,LCDP
a4656-DSC_0232,-1,a4656-DSC_0232.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4656-DSC_0232.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4656-DSC_0232.png,LCDP
rbb252902t,-1,rbb252902t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rbb252902t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rbb252902t.png,LCDP
a2468-_DSC9195,-1,a2468-_DSC9195.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2468-_DSC9195.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2468-_DSC9195.png,LCDP
a3455-kme_438,-1,a3455-kme_438.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3455-kme_438.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3455-kme_438.png,LCDP
a2272-NKIM_MG_6476,-1,a2272-NKIM_MG_6476.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2272-NKIM_MG_6476.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2272-NKIM_MG_6476.png,LCDP
r2a86c2c9t,-1,r2a86c2c9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2a86c2c9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2a86c2c9t.png,LCDP
r7e94e9bdt,1,r7e94e9bdt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r7e94e9bdt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r7e94e9bdt.png,LCDP
r53c37bbft,1,r53c37bbft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r53c37bbft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r53c37bbft.png,LCDP
a3189-jn_2007_05_03__166,1,a3189-jn_2007_05_03__166.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3189-jn_2007_05_03__166.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3189-jn_2007_05_03__166.png,LCDP
a0619-20081019_at_01h22m56__MG_3327,1,a0619-20081019_at_01h22m56__MG_3327.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0619-20081019_at_01h22m56__MG_3327.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0619-20081019_at_01h22m56__MG_3327.png,LCDP
re67bfb8ct,-1,re67bfb8ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re67bfb8ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re67bfb8ct.png,LCDP
rec65c623t,-1,rec65c623t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rec65c623t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rec65c623t.png,LCDP
a3173-dgw_043,-1,a3173-dgw_043.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3173-dgw_043.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3173-dgw_043.png,LCDP
a4554-DSC_0028-2,-1,a4554-DSC_0028-2.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4554-DSC_0028-2.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4554-DSC_0028-2.png,LCDP
r23004f1bt,1,r23004f1bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r23004f1bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r23004f1bt.png,LCDP
a4347-kme_0947,-1,a4347-kme_0947.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4347-kme_0947.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4347-kme_0947.png,LCDP
r7b8b40aat,-1,r7b8b40aat.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r7b8b40aat.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r7b8b40aat.png,LCDP
re596020bt,-1,re596020bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re596020bt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re596020bt.png,LCDP
a4365-DSC_0104,-1,a4365-DSC_0104.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4365-DSC_0104.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4365-DSC_0104.png,LCDP
a1935-MB_070908_090,-1,a1935-MB_070908_090.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1935-MB_070908_090.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1935-MB_070908_090.png,LCDP
rb293f827t,-1,rb293f827t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rb293f827t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rb293f827t.png,LCDP
r2fbfa2b4t,-1,r2fbfa2b4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2fbfa2b4t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2fbfa2b4t.png,LCDP
r7bb2451dt,-1,r7bb2451dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r7bb2451dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r7bb2451dt.png,LCDP
r9054abe9t,1,r9054abe9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r9054abe9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r9054abe9t.png,LCDP
r359eca3ft,-1,r359eca3ft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r359eca3ft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r359eca3ft.png,LCDP
rc36addaft,1,rc36addaft.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rc36addaft.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rc36addaft.png,LCDP
r52a34dact,-1,r52a34dact.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r52a34dact.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r52a34dact.png,LCDP
a0016-jmac_MG_0795,-1,a0016-jmac_MG_0795.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0016-jmac_MG_0795.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0016-jmac_MG_0795.png,LCDP
rf12dafa7t,1,rf12dafa7t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf12dafa7t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf12dafa7t.png,LCDP
a4965-Duggan_090405_7028,-1,a4965-Duggan_090405_7028.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4965-Duggan_090405_7028.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4965-Duggan_090405_7028.png,LCDP
rde0c0e4ct,-1,rde0c0e4ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rde0c0e4ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rde0c0e4ct.png,LCDP
a3274-jn_20080508_170,-1,a3274-jn_20080508_170.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3274-jn_20080508_170.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3274-jn_20080508_170.png,LCDP
rb2fa90d9t,-1,rb2fa90d9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rb2fa90d9t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rb2fa90d9t.png,LCDP
a1559-jmac_MG_0089,-1,a1559-jmac_MG_0089.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1559-jmac_MG_0089.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1559-jmac_MG_0089.png,LCDP
re87f141dt,1,re87f141dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re87f141dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re87f141dt.png,LCDP
a0409-_MG_0111,-1,a0409-_MG_0111.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0409-_MG_0111.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0409-_MG_0111.png,LCDP
a2530-WP_CRW_4634,-1,a2530-WP_CRW_4634.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a2530-WP_CRW_4634.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a2530-WP_CRW_4634.png,LCDP
a0310-IMG_1898,-1,a0310-IMG_1898.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0310-IMG_1898.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0310-IMG_1898.png,LCDP
r5c17fe2at,1,r5c17fe2at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r5c17fe2at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r5c17fe2at.png,LCDP
r7128fc06t,-1,r7128fc06t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r7128fc06t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r7128fc06t.png,LCDP
a4555-Duggan_050709_1140,-1,a4555-Duggan_050709_1140.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4555-Duggan_050709_1140.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4555-Duggan_050709_1140.png,LCDP
a3682-IMG_4735,-1,a3682-IMG_4735.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3682-IMG_4735.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3682-IMG_4735.png,LCDP
a3708-kme_182,1,a3708-kme_182.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3708-kme_182.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3708-kme_182.png,LCDP
r140f3432t,1,r140f3432t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r140f3432t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r140f3432t.png,LCDP
rc90bb4act,-1,rc90bb4act.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rc90bb4act.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rc90bb4act.png,LCDP
r60c28333t,-1,r60c28333t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r60c28333t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r60c28333t.png,LCDP
r2dc4a535t,1,r2dc4a535t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2dc4a535t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2dc4a535t.png,LCDP
re72e0b62t,1,re72e0b62t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re72e0b62t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re72e0b62t.png,LCDP
ra2adacd1t,-1,ra2adacd1t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/ra2adacd1t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/ra2adacd1t.png,LCDP
a4705-_DGW0343,-1,a4705-_DGW0343.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4705-_DGW0343.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4705-_DGW0343.png,LCDP
a1320-MB_060708_069,1,a1320-MB_060708_069.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1320-MB_060708_069.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1320-MB_060708_069.png,LCDP
a1452-20080809_at_14h52m39__MG_0081,-1,a1452-20080809_at_14h52m39__MG_0081.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1452-20080809_at_14h52m39__MG_0081.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1452-20080809_at_14h52m39__MG_0081.png,LCDP
rf4c7032at,-1,rf4c7032at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf4c7032at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf4c7032at.png,LCDP
a0195-_DGW6246,1,a0195-_DGW6246.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0195-_DGW6246.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0195-_DGW6246.png,LCDP
rf5721886t,-1,rf5721886t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/rf5721886t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/rf5721886t.png,LCDP
a0177-dgw_078,1,a0177-dgw_078.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0177-dgw_078.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0177-dgw_078.png,LCDP
r2df3ff13t,-1,r2df3ff13t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r2df3ff13t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r2df3ff13t.png,LCDP
r1c4deb71t,1,r1c4deb71t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r1c4deb71t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r1c4deb71t.png,LCDP
r1824034et,1,r1824034et.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r1824034et.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r1824034et.png,LCDP
a3555-kme_502,-1,a3555-kme_502.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a3555-kme_502.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a3555-kme_502.png,LCDP
a4239-Duggan_080114_4429,-1,a4239-Duggan_080114_4429.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a4239-Duggan_080114_4429.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a4239-Duggan_080114_4429.png,LCDP
r4693b08dt,-1,r4693b08dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r4693b08dt.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r4693b08dt.png,LCDP
r0b03e77at,-1,r0b03e77at.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r0b03e77at.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r0b03e77at.png,LCDP
a0904-DSC_0110,-1,a0904-DSC_0110.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a0904-DSC_0110.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a0904-DSC_0110.png,LCDP
a1076-07-11-20-at-07h21m04s-_MG_5402,-1,a1076-07-11-20-at-07h21m04s-_MG_5402.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1076-07-11-20-at-07h21m04s-_MG_5402.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1076-07-11-20-at-07h21m04s-_MG_5402.png,LCDP
a1107-kme_291,-1,a1107-kme_291.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/a1107-kme_291.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/a1107-kme_291.png,LCDP
re0f1612ct,1,re0f1612ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/re0f1612ct.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/re0f1612ct.png,LCDP
r1bf7ff83t,1,r1bf7ff83t.png,/home/daehyun/Lowlight_models/data/LCDP/train-input/r1bf7ff83t.png,/home/daehyun/Lowlight_models/data/LCDP/train-gt/r1bf7ff83t.png,LCDP
