,Ex,filename,filepath,gtpath,SICEV2
146,1,146.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/146.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/146.JPG,SICEV2
450,-1,450.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/450.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/450.JPG,SICEV2
450,1,450.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/450.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/450.JPG,SICEV2
211,-1,211.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/211.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/211.JPG,SICEV2
211,1,211.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/211.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/211.JPG,SICEV2
125,-1,125.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/125.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/125.JPG,SICEV2
125,1,125.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/125.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/125.JPG,SICEV2
210,-1,210.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/210.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/210.JPG,SICEV2
210,1,210.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/210.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/210.JPG,SICEV2
150,-1,150.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/150.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/150.JPG,SICEV2
150,1,150.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/150.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/150.JPG,SICEV2
539,-1,539.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/539.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/539.JPG,SICEV2
539,1,539.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/539.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/539.JPG,SICEV2
225,-1,225.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/225.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/225.JPG,SICEV2
225,1,225.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/225.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/225.JPG,SICEV2
429,-1,429.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/429.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/429.JPG,SICEV2
429,1,429.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/429.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/429.JPG,SICEV2
444,-1,444.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/444.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/444.JPG,SICEV2
444,1,444.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/444.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/444.JPG,SICEV2
261,-1,261.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/261.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/261.JPG,SICEV2
261,1,261.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/261.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/261.JPG,SICEV2
14,-1,14.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/14.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/14.JPG,SICEV2
14,1,14.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/14.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/14.JPG,SICEV2
366,-1,366.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/366.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/366.JPG,SICEV2
366,1,366.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/366.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/366.JPG,SICEV2
112,-1,112.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/112.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/112.JPG,SICEV2
112,1,112.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/112.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/112.JPG,SICEV2
585,-1,585.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/585.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/585.JPG,SICEV2
585,1,585.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/585.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/585.JPG,SICEV2
184,-1,184.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/184.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/184.JPG,SICEV2
184,1,184.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/184.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/184.JPG,SICEV2
436,-1,436.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/436.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/436.JPG,SICEV2
436,1,436.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/436.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/436.JPG,SICEV2
190,-1,190.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/190.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/190.JPG,SICEV2
190,1,190.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/190.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/190.JPG,SICEV2
91,-1,91.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/91.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/91.JPG,SICEV2
91,1,91.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/91.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/91.JPG,SICEV2
59,-1,59.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/59.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/59.JPG,SICEV2
59,1,59.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/59.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/59.JPG,SICEV2
377,-1,377.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/377.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/377.JPG,SICEV2
377,1,377.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/377.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/377.JPG,SICEV2
212,-1,212.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/212.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/212.JPG,SICEV2
212,1,212.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/212.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/212.JPG,SICEV2
320,-1,320.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/320.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/320.JPG,SICEV2
320,1,320.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/320.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/320.JPG,SICEV2
227,-1,227.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/227.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/227.JPG,SICEV2
227,1,227.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/227.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/227.JPG,SICEV2
138,-1,138.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/138.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/138.JPG,SICEV2
138,1,138.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/138.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/138.JPG,SICEV2
45,-1,45.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/45.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/45.JPG,SICEV2
45,1,45.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/45.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/45.JPG,SICEV2
280,-1,280.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/280.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/280.JPG,SICEV2
280,1,280.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/280.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/280.JPG,SICEV2
567,-1,567.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/567.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/567.JPG,SICEV2
567,1,567.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/567.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/567.JPG,SICEV2
18,-1,18.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/18.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/18.JPG,SICEV2
18,1,18.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/18.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/18.JPG,SICEV2
109,-1,109.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/109.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/109.JPG,SICEV2
109,1,109.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/109.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/109.JPG,SICEV2
177,-1,177.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/177.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/177.JPG,SICEV2
177,1,177.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/177.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/177.JPG,SICEV2
570,-1,570.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/570.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/570.JPG,SICEV2
570,1,570.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/570.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/570.JPG,SICEV2
15,-1,15.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/15.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/15.JPG,SICEV2
15,1,15.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/15.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/15.JPG,SICEV2
362,-1,362.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/362.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/362.JPG,SICEV2
362,1,362.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/362.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/362.JPG,SICEV2
144,-1,144.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/144.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/144.JPG,SICEV2
144,1,144.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/144.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/144.JPG,SICEV2
350,-1,350.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/350.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/350.JPG,SICEV2
350,1,350.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/350.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/350.JPG,SICEV2
127,-1,127.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/127.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/127.JPG,SICEV2
127,1,127.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/127.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/127.JPG,SICEV2
369,-1,369.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/369.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/369.JPG,SICEV2
369,1,369.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/369.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/369.JPG,SICEV2
133,-1,133.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/133.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/133.JPG,SICEV2
133,1,133.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/133.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/133.JPG,SICEV2
51,-1,51.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/51.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/51.JPG,SICEV2
51,1,51.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/51.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/51.JPG,SICEV2
380,-1,380.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/380.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/380.JPG,SICEV2
380,1,380.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/380.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/380.JPG,SICEV2
492,-1,492.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/492.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/492.JPG,SICEV2
492,1,492.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/492.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/492.JPG,SICEV2
564,-1,564.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/564.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/564.JPG,SICEV2
564,1,564.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/564.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/564.JPG,SICEV2
72,-1,72.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/72.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/72.JPG,SICEV2
72,1,72.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/72.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/72.JPG,SICEV2
22,-1,22.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/22.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/22.JPG,SICEV2
22,1,22.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/22.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/22.JPG,SICEV2
155,-1,155.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/155.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/155.JPG,SICEV2
155,1,155.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/155.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/155.JPG,SICEV2
75,-1,75.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/75.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/75.JPG,SICEV2
75,1,75.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/75.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/75.JPG,SICEV2
590,-1,590.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/590.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/590.JPG,SICEV2
590,1,590.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/590.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/590.JPG,SICEV2
447,-1,447.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/447.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/447.JPG,SICEV2
447,1,447.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/447.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/447.JPG,SICEV2
573,-1,573.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/573.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/573.JPG,SICEV2
573,1,573.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/573.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/573.JPG,SICEV2
129,-1,129.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/129.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/129.JPG,SICEV2
129,1,129.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/129.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/129.JPG,SICEV2
527,-1,527.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/527.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/527.JPG,SICEV2
527,1,527.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/527.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/527.JPG,SICEV2
334,-1,334.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/334.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/334.JPG,SICEV2
334,1,334.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/334.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/334.JPG,SICEV2
404,-1,404.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/404.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/404.JPG,SICEV2
404,1,404.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/404.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/404.JPG,SICEV2
265,-1,265.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/265.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/265.JPG,SICEV2
265,1,265.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/265.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/265.JPG,SICEV2
344,-1,344.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/344.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/344.JPG,SICEV2
344,1,344.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/344.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/344.JPG,SICEV2
434,-1,434.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/434.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/434.JPG,SICEV2
434,1,434.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/434.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/434.JPG,SICEV2
586,-1,586.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/586.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/586.JPG,SICEV2
586,1,586.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/586.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/586.JPG,SICEV2
154,-1,154.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/154.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/154.JPG,SICEV2
154,1,154.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/154.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/154.JPG,SICEV2
117,-1,117.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/117.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/117.JPG,SICEV2
117,1,117.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/117.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/117.JPG,SICEV2
465,-1,465.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/465.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/465.JPG,SICEV2
465,1,465.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/465.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/465.JPG,SICEV2
368,-1,368.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/368.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/368.JPG,SICEV2
368,1,368.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/368.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/368.JPG,SICEV2
509,-1,509.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/509.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/509.JPG,SICEV2
509,1,509.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/509.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/509.JPG,SICEV2
172,-1,172.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/172.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/172.JPG,SICEV2
172,1,172.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/172.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/172.JPG,SICEV2
374,-1,374.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/374.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/374.JPG,SICEV2
374,1,374.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/374.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/374.JPG,SICEV2
584,-1,584.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/584.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/584.JPG,SICEV2
584,1,584.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/584.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/584.JPG,SICEV2
189,-1,189.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/189.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/189.JPG,SICEV2
189,1,189.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/189.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/189.JPG,SICEV2
298,-1,298.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/298.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/298.JPG,SICEV2
298,1,298.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/298.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/298.JPG,SICEV2
414,-1,414.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/414.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/414.JPG,SICEV2
414,1,414.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/414.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/414.JPG,SICEV2
81,-1,81.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/81.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/81.JPG,SICEV2
81,1,81.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/81.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/81.JPG,SICEV2
24,-1,24.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/24.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/24.JPG,SICEV2
24,1,24.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/24.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/24.JPG,SICEV2
310,-1,310.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/310.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/310.JPG,SICEV2
310,1,310.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/310.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/310.JPG,SICEV2
540,-1,540.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/540.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/540.JPG,SICEV2
540,1,540.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/540.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/540.JPG,SICEV2
36,-1,36.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/36.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/36.JPG,SICEV2
36,1,36.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/36.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/36.JPG,SICEV2
324,-1,324.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/324.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/324.JPG,SICEV2
324,1,324.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/324.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/324.JPG,SICEV2
452,-1,452.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/452.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/452.JPG,SICEV2
452,1,452.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/452.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/452.JPG,SICEV2
427,-1,427.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/427.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/427.JPG,SICEV2
427,1,427.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/427.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/427.JPG,SICEV2
43,-1,43.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/43.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/43.JPG,SICEV2
43,1,43.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/43.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/43.JPG,SICEV2
518,-1,518.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/518.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/518.JPG,SICEV2
518,1,518.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/518.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/518.JPG,SICEV2
64,-1,64.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/64.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/64.JPG,SICEV2
64,1,64.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/64.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/64.JPG,SICEV2
263,-1,263.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/263.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/263.JPG,SICEV2
263,1,263.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/263.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/263.JPG,SICEV2
325,-1,325.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/low/325.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/325.JPG,SICEV2
325,1,325.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/over/325.JPG,/home/daehyun/Lowlight_models/data/SICEV2/train/gt/325.JPG,SICEV2
