,Ex,filename,filepath,gtpath,MSEC
5275,0,a0512-_MG_1623_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0512-_MG_1623_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0512-_MG_1623.jpg,MSEC
5276,-1,a0512-_MG_1623_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0512-_MG_1623_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0512-_MG_1623.jpg,MSEC
5277,-1,a0512-_MG_1623_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0512-_MG_1623_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0512-_MG_1623.jpg,MSEC
5278,1,a0512-_MG_1623_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0512-_MG_1623_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0512-_MG_1623.jpg,MSEC
5279,1,a0512-_MG_1623_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0512-_MG_1623_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0512-_MG_1623.jpg,MSEC
5280,0,a3836-dgw_044_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3836-dgw_044_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3836-dgw_044.jpg,MSEC
5281,-1,a3836-dgw_044_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3836-dgw_044_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3836-dgw_044.jpg,MSEC
5282,-1,a3836-dgw_044_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3836-dgw_044_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3836-dgw_044.jpg,MSEC
5283,1,a3836-dgw_044_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3836-dgw_044_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3836-dgw_044.jpg,MSEC
5284,1,a3836-dgw_044_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3836-dgw_044_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3836-dgw_044.jpg,MSEC
5285,0,a0396-jn_20080802_0011_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0396-jn_20080802_0011_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0396-jn_20080802_0011.jpg,MSEC
5286,-1,a0396-jn_20080802_0011_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0396-jn_20080802_0011_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0396-jn_20080802_0011.jpg,MSEC
5287,-1,a0396-jn_20080802_0011_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0396-jn_20080802_0011_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0396-jn_20080802_0011.jpg,MSEC
5288,1,a0396-jn_20080802_0011_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0396-jn_20080802_0011_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0396-jn_20080802_0011.jpg,MSEC
5289,1,a0396-jn_20080802_0011_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0396-jn_20080802_0011_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0396-jn_20080802_0011.jpg,MSEC
5290,0,a3068-dgw_040_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3068-dgw_040_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3068-dgw_040.jpg,MSEC
5291,-1,a3068-dgw_040_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3068-dgw_040_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3068-dgw_040.jpg,MSEC
5292,-1,a3068-dgw_040_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3068-dgw_040_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3068-dgw_040.jpg,MSEC
5293,1,a3068-dgw_040_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3068-dgw_040_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3068-dgw_040.jpg,MSEC
5294,1,a3068-dgw_040_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3068-dgw_040_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3068-dgw_040.jpg,MSEC
5295,0,a2892-MB_060708_226_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2892-MB_060708_226_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2892-MB_060708_226.jpg,MSEC
5296,-1,a2892-MB_060708_226_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2892-MB_060708_226_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2892-MB_060708_226.jpg,MSEC
5297,-1,a2892-MB_060708_226_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2892-MB_060708_226_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2892-MB_060708_226.jpg,MSEC
5298,1,a2892-MB_060708_226_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2892-MB_060708_226_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2892-MB_060708_226.jpg,MSEC
5299,1,a2892-MB_060708_226_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2892-MB_060708_226_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2892-MB_060708_226.jpg,MSEC
5300,0,a0223-050816_115418__MG_4849_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0223-050816_115418__MG_4849_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0223-050816_115418__MG_4849.jpg,MSEC
5301,-1,a0223-050816_115418__MG_4849_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0223-050816_115418__MG_4849_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0223-050816_115418__MG_4849.jpg,MSEC
5302,-1,a0223-050816_115418__MG_4849_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0223-050816_115418__MG_4849_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0223-050816_115418__MG_4849.jpg,MSEC
5303,1,a0223-050816_115418__MG_4849_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0223-050816_115418__MG_4849_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0223-050816_115418__MG_4849.jpg,MSEC
5304,1,a0223-050816_115418__MG_4849_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0223-050816_115418__MG_4849_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0223-050816_115418__MG_4849.jpg,MSEC
5305,0,a0420-KE_-1536_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0420-KE_-1536_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0420-KE_-1536.jpg,MSEC
5306,-1,a0420-KE_-1536_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0420-KE_-1536_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0420-KE_-1536.jpg,MSEC
5307,-1,a0420-KE_-1536_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0420-KE_-1536_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0420-KE_-1536.jpg,MSEC
5308,1,a0420-KE_-1536_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0420-KE_-1536_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0420-KE_-1536.jpg,MSEC
5309,1,a0420-KE_-1536_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0420-KE_-1536_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0420-KE_-1536.jpg,MSEC
5310,0,a1954-_DGW6380_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1954-_DGW6380_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1954-_DGW6380.jpg,MSEC
5311,-1,a1954-_DGW6380_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1954-_DGW6380_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1954-_DGW6380.jpg,MSEC
5312,-1,a1954-_DGW6380_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1954-_DGW6380_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1954-_DGW6380.jpg,MSEC
5313,1,a1954-_DGW6380_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1954-_DGW6380_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1954-_DGW6380.jpg,MSEC
5314,1,a1954-_DGW6380_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1954-_DGW6380_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1954-_DGW6380.jpg,MSEC
5315,0,a2920-IMG_4177_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2920-IMG_4177_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2920-IMG_4177.jpg,MSEC
5316,-1,a2920-IMG_4177_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2920-IMG_4177_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2920-IMG_4177.jpg,MSEC
5317,-1,a2920-IMG_4177_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2920-IMG_4177_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2920-IMG_4177.jpg,MSEC
5318,1,a2920-IMG_4177_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2920-IMG_4177_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2920-IMG_4177.jpg,MSEC
5319,1,a2920-IMG_4177_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2920-IMG_4177_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2920-IMG_4177.jpg,MSEC
5320,0,a2398-051007_160936__I2E8858_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2398-051007_160936__I2E8858_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2398-051007_160936__I2E8858.jpg,MSEC
5321,-1,a2398-051007_160936__I2E8858_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2398-051007_160936__I2E8858_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2398-051007_160936__I2E8858.jpg,MSEC
5322,-1,a2398-051007_160936__I2E8858_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2398-051007_160936__I2E8858_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2398-051007_160936__I2E8858.jpg,MSEC
5323,1,a2398-051007_160936__I2E8858_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2398-051007_160936__I2E8858_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2398-051007_160936__I2E8858.jpg,MSEC
5324,1,a2398-051007_160936__I2E8858_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2398-051007_160936__I2E8858_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2398-051007_160936__I2E8858.jpg,MSEC
5325,0,a0438-jn_20071005_0014_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0438-jn_20071005_0014_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0438-jn_20071005_0014.jpg,MSEC
5326,-1,a0438-jn_20071005_0014_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0438-jn_20071005_0014_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0438-jn_20071005_0014.jpg,MSEC
5327,-1,a0438-jn_20071005_0014_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0438-jn_20071005_0014_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0438-jn_20071005_0014.jpg,MSEC
5328,1,a0438-jn_20071005_0014_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0438-jn_20071005_0014_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0438-jn_20071005_0014.jpg,MSEC
5329,1,a0438-jn_20071005_0014_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0438-jn_20071005_0014_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0438-jn_20071005_0014.jpg,MSEC
5330,0,a3175-NKIM_083_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3175-NKIM_083_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3175-NKIM_083.jpg,MSEC
5331,-1,a3175-NKIM_083_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3175-NKIM_083_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3175-NKIM_083.jpg,MSEC
5332,-1,a3175-NKIM_083_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3175-NKIM_083_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3175-NKIM_083.jpg,MSEC
5333,1,a3175-NKIM_083_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3175-NKIM_083_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3175-NKIM_083.jpg,MSEC
5334,1,a3175-NKIM_083_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3175-NKIM_083_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3175-NKIM_083.jpg,MSEC
5335,0,a1592-07-06-01-at-14h20m21-s_MG_1284_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284.jpg,MSEC
5336,-1,a1592-07-06-01-at-14h20m21-s_MG_1284_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284.jpg,MSEC
5337,-1,a1592-07-06-01-at-14h20m21-s_MG_1284_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284.jpg,MSEC
5338,1,a1592-07-06-01-at-14h20m21-s_MG_1284_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284.jpg,MSEC
5339,1,a1592-07-06-01-at-14h20m21-s_MG_1284_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1592-07-06-01-at-14h20m21-s_MG_1284.jpg,MSEC
5340,0,a1952-07-12-02-at-12h24m10s-_MG_8944_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944.jpg,MSEC
5341,-1,a1952-07-12-02-at-12h24m10s-_MG_8944_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944.jpg,MSEC
5342,-1,a1952-07-12-02-at-12h24m10s-_MG_8944_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944.jpg,MSEC
5343,1,a1952-07-12-02-at-12h24m10s-_MG_8944_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944.jpg,MSEC
5344,1,a1952-07-12-02-at-12h24m10s-_MG_8944_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a1952-07-12-02-at-12h24m10s-_MG_8944.jpg,MSEC
5345,0,a0460-IMG_5839_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0460-IMG_5839_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0460-IMG_5839.jpg,MSEC
5346,-1,a0460-IMG_5839_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0460-IMG_5839_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0460-IMG_5839.jpg,MSEC
5347,-1,a0460-IMG_5839_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0460-IMG_5839_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0460-IMG_5839.jpg,MSEC
5348,1,a0460-IMG_5839_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0460-IMG_5839_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0460-IMG_5839.jpg,MSEC
5349,1,a0460-IMG_5839_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a0460-IMG_5839_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a0460-IMG_5839.jpg,MSEC
5350,0,a2856-IMG_5016_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2856-IMG_5016_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2856-IMG_5016.jpg,MSEC
5351,-1,a2856-IMG_5016_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2856-IMG_5016_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2856-IMG_5016.jpg,MSEC
5352,-1,a2856-IMG_5016_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2856-IMG_5016_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2856-IMG_5016.jpg,MSEC
5353,1,a2856-IMG_5016_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2856-IMG_5016_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2856-IMG_5016.jpg,MSEC
5354,1,a2856-IMG_5016_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2856-IMG_5016_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2856-IMG_5016.jpg,MSEC
5355,0,a4085-_MG_2385_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a4085-_MG_2385_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a4085-_MG_2385.jpg,MSEC
5356,-1,a4085-_MG_2385_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a4085-_MG_2385_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a4085-_MG_2385.jpg,MSEC
5357,-1,a4085-_MG_2385_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a4085-_MG_2385_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a4085-_MG_2385.jpg,MSEC
5358,1,a4085-_MG_2385_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a4085-_MG_2385_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a4085-_MG_2385.jpg,MSEC
5359,1,a4085-_MG_2385_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a4085-_MG_2385_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a4085-_MG_2385.jpg,MSEC
5360,0,a3578-jmac_DSC2871_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3578-jmac_DSC2871_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3578-jmac_DSC2871.jpg,MSEC
5361,-1,a3578-jmac_DSC2871_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3578-jmac_DSC2871_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3578-jmac_DSC2871.jpg,MSEC
5362,-1,a3578-jmac_DSC2871_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3578-jmac_DSC2871_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3578-jmac_DSC2871.jpg,MSEC
5363,1,a3578-jmac_DSC2871_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3578-jmac_DSC2871_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3578-jmac_DSC2871.jpg,MSEC
5364,1,a3578-jmac_DSC2871_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3578-jmac_DSC2871_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3578-jmac_DSC2871.jpg,MSEC
5365,0,a2460-_DSC3950_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2460-_DSC3950_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2460-_DSC3950.jpg,MSEC
5366,-1,a2460-_DSC3950_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2460-_DSC3950_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2460-_DSC3950.jpg,MSEC
5367,-1,a2460-_DSC3950_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2460-_DSC3950_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2460-_DSC3950.jpg,MSEC
5368,1,a2460-_DSC3950_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2460-_DSC3950_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2460-_DSC3950.jpg,MSEC
5369,1,a2460-_DSC3950_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2460-_DSC3950_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2460-_DSC3950.jpg,MSEC
5370,0,a2411-jmac_DSC1006_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2411-jmac_DSC1006_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2411-jmac_DSC1006.jpg,MSEC
5371,-1,a2411-jmac_DSC1006_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2411-jmac_DSC1006_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2411-jmac_DSC1006.jpg,MSEC
5372,-1,a2411-jmac_DSC1006_N1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2411-jmac_DSC1006_N1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2411-jmac_DSC1006.jpg,MSEC
5373,1,a2411-jmac_DSC1006_P1,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2411-jmac_DSC1006_P1.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2411-jmac_DSC1006.jpg,MSEC
5374,1,a2411-jmac_DSC1006_P1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a2411-jmac_DSC1006_P1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a2411-jmac_DSC1006.jpg,MSEC
5375,0,a3154-kme_252_0,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3154-kme_252_0.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3154-kme_252.jpg,MSEC
5376,-1,a3154-kme_252_N1.5,/home/daehyun/Lowlight_models/data/MSEC/training/INPUT_IMAGES/a3154-kme_252_N1.5.JPG,/home/daehyun/Lowlight_models/data/MSEC/training/GT_IMAGES/a3154-kme_252.jpg,MSEC
